Horodateur,Quel est ton âge ?,Quel est ton niveau scolaire actuel ?,Quelles sont tes matières préférées à l’école ?,Quelles matières aimes-tu le moins ?,Quel type d’activités préfères-tu en dehors de l’école ?,Préfères-tu travailler seul(e) ou en groupe ?,"Aimes-tu les matières scientifiques (maths, physique, chimie) ?","Préfères-tu les matières littéraires (français, histoire, langues) ?","Es-tu intéressé(e) par les arts (musique, dessin, théâtre) ?",Quel est ton style d’apprentissage préféré ?,Aimes-tu résoudre des problèmes ou des énigmes ?,Te sens-tu à l’aise avec les technologies et l’informatique ?,Aimes-tu travailler avec des chiffres et des données ?,Es-tu attiré(e) par les métiers liés à la santé ou au social ?,Quel est ton niveau en langues étrangères ?,Préfères-tu des métiers créatifs ou techniques ?,Aimes-tu la recherche et l’analyse ?,As-tu déjà une idée du métier que tu aimerais faire plus tard ?,Quel type d’environnement de travail te motive le plus ?,Es-tu prêt(e) à suivre des études longues (plus de 3 ans) ?,Quelle importance accordes-tu à la stabilité de l’emploi dans ton choix de carrière ?,Préfères-tu un métier avec beaucoup de contacts humains ?,Quel rôle voudrais-tu avoir dans une équipe ?,Quelles qualités personnelles te décrivent le mieux ?,Comment gères-tu le stress ou les situations difficiles ?,As-tu déjà participé à des projets ou activités extra-scolaires ?,Quelle place accordes-tu à l’innovation et à la créativité dans ton travail ?,Es-tu intéressé(e) par l’entrepreneuriat ou créer ta propre entreprise ?,Quels sont tes objectifs personnels à court terme (1-2 ans) ?,Comment imagines-tu ta vie professionnelle dans 10 ans ?,Champ convenable
07/07/2025 10:50:52,14-15 ans,Terminale,"Français, Langues étrangères",Arts plastiques / Musique,Sorties avec des amis,Ça dépend des situations,"Oui, beaucoup",Un peu,Un peu,"Kinesthésique (faire, manipuler)",Parfois,Non,Oui,Non,Avancé,Techniques,Non,"Oui, clairement",Travail en extérieur,Non,Moyennement importante,Parfois,Organisateur / planificateur,"Rigoureux(se), Dynamique",Je préfère éviter ces situations,Non,Peu importante,"Oui, beaucoup",Créer un projet personnel,Être entrepreneur,Technologie / Technique
07/07/2025 10:55:52,18 ans et plus,Post-bac / Université,Histoire-Géographie,,"Lecture, Activités artistiques, Bénévolat / Engagement associatif",Ça dépend des situations,Un peu,"Oui, beaucoup",Non,"Kinesthésique (faire, manipuler)","Oui, beaucoup",Oui,Parfois,Oui,Intermédiaire,Créatifs,Oui,J’ai quelques idées,Travail en extérieur,Non,Peu importante,Parfois,Leader / chef de projet,"Organisé(e), Créatif(ve), Patient(e)",Je préfère éviter ces situations,"Oui, plusieurs fois",Très importante,Pas du tout,Trouver un stage,Travailler dans un domaine qui me passionne,Lettres / Sciences Humaines
07/07/2025 11:00:52,16-17 ans,Première,Sciences de la vie et de la Terre,Physique-Chimie,"Activités artistiques, Bénévolat / Engagement associatif",Ça dépend des situations,Un peu,Un peu,Un peu,Je ne sais pas,Parfois,Oui,Oui,Peut-être,Intermédiaire,Les deux,Oui,J’ai quelques idées,Travail en extérieur,Oui,Très importante,Oui,Leader / chef de projet,"Créatif(ve), Rigoureux(se)",Je préfère éviter ces situations,"Oui, une fois ou deux",Très importante,"Oui, beaucoup",Créer un projet personnel,Être entrepreneur,Recherche / Sciences
07/07/2025 11:05:52,18 ans et plus,Première,Sciences de la vie et de la Terre,Histoire-Géographie,"Sorties avec des amis, Jeux vidéo, Sports",Ça dépend des situations,"Oui, beaucoup","Oui, beaucoup",Un peu,"Auditif (écoute, explications orales)",Parfois,Oui,Oui,Oui,Intermédiaire,Techniques,Oui,J’ai quelques idées,Je ne sais pas,Non,Moyennement importante,Non,Leader / chef de projet,Curieux(se),Je reste calme et cherche des solutions,"Oui, une fois ou deux",Très importante,Un peu,Développer mes compétences,Avoir un poste à responsabilités,Technologie / Technique
07/07/2025 11:10:52,18 ans et plus,Post-bac / Université,"Arts plastiques / Musique, Physique-Chimie","Mathématiques, Français","Bénévolat / Engagement associatif, Jeux vidéo",Seul(e),Pas du tout,Pas du tout,Un peu,"Auditif (écoute, explications orales)",Parfois,Moyennement,Oui,Oui,Intermédiaire,Techniques,Oui,"Oui, clairement",Laboratoire / recherche,Peut-être,Moyennement importante,Oui,Organisateur / planificateur,"Patient(e), Organisé(e), Curieux(se)",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Très importante,Un peu,Développer mes compétences,Travailler dans un domaine qui me passionne,Santé / Social
07/07/2025 11:15:52,18 ans et plus,Première,Physique-Chimie,"Sciences de la vie et de la Terre, Français",Sports,En groupe,"Oui, beaucoup",Pas du tout,Non,Je ne sais pas,"Oui, beaucoup",Oui,Oui,Peut-être,Intermédiaire,Les deux,Un peu,J’ai quelques idées,Travail en extérieur,Non,Moyennement importante,Non,Exécutant / spécialiste,Curieux(se),Je préfère éviter ces situations,Non,Très importante,Un peu,Créer un projet personnel,Être entrepreneur,Technologie / Technique
07/07/2025 11:20:52,14-15 ans,Post-bac / Université,"Sciences de la vie et de la Terre, Arts plastiques / Musique",,"Sorties avec des amis, Lecture, Activités artistiques",Seul(e),"Oui, beaucoup","Oui, beaucoup",Non,Je ne sais pas,"Oui, beaucoup",Non,Oui,Non,Intermédiaire,Techniques,Un peu,"Oui, clairement",Travail en extérieur,Non,Très importante,Parfois,Je ne sais pas,"Créatif(ve), Patient(e)",Je me sens parfois dépassé(e),"Oui, une fois ou deux",Moyennement importante,Pas du tout,Développer mes compétences,Être entrepreneur,Technologie / Technique
07/07/2025 11:25:52,14-15 ans,Post-bac / Université,Sciences de la vie et de la Terre,Arts plastiques / Musique,"Activités artistiques, Lecture, Bénévolat / Engagement associatif",En groupe,Un peu,"Oui, beaucoup",Non,"Visuel (images, schémas)",Parfois,Moyennement,Oui,Non,Intermédiaire,Créatifs,Non,J’ai quelques idées,Travail en extérieur,Non,Très importante,Oui,Exécutant / spécialiste,"Curieux(se), Rigoureux(se), Organisé(e)",Je me sens parfois dépassé(e),"Oui, plusieurs fois",Moyennement importante,Pas du tout,Obtenir mon diplôme,Continuer à apprendre,Lettres / Sciences Humaines
07/07/2025 11:30:52,Moins de 14 ans,Première,Mathématiques,"Sciences de la vie et de la Terre, Arts plastiques / Musique","Bénévolat / Engagement associatif, Activités artistiques",Ça dépend des situations,"Oui, beaucoup",Un peu,Non,"Kinesthésique (faire, manipuler)",Parfois,Moyennement,Oui,Non,Avancé,Créatifs,Un peu,Pas encore,Laboratoire / recherche,Non,Très importante,Non,Leader / chef de projet,Rigoureux(se),Je préfère éviter ces situations,"Oui, plusieurs fois",Très importante,"Oui, beaucoup",Réussir mes examens,Continuer à apprendre,Divers
07/07/2025 11:35:52,18 ans et plus,Terminale,"Histoire-Géographie, Mathématiques",,"Sorties avec des amis, Lecture",En groupe,Pas du tout,Un peu,Non,"Visuel (images, schémas)","Oui, beaucoup",Oui,Oui,Non,Intermédiaire,Les deux,Un peu,J’ai quelques idées,Travail manuel,Peut-être,Peu importante,Non,Organisateur / planificateur,"Curieux(se), Dynamique, Créatif(ve)",Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,"Oui, beaucoup",Créer un projet personnel,Travailler dans un domaine qui me passionne,Divers
07/07/2025 11:40:52,16-17 ans,Première,Physique-Chimie,Arts plastiques / Musique,"Sports, Activités artistiques, Bénévolat / Engagement associatif",Ça dépend des situations,Un peu,Un peu,Non,"Visuel (images, schémas)","Oui, beaucoup",Moyennement,Non,Oui,Intermédiaire,Créatifs,Un peu,J’ai quelques idées,Laboratoire / recherche,Oui,Moyennement importante,Non,Je ne sais pas,Patient(e),Je reste calme et cherche des solutions,"Oui, plusieurs fois",Moyennement importante,Pas du tout,Trouver un stage,Contribuer à la société,Divers
07/07/2025 11:45:52,Moins de 14 ans,Première,Physique-Chimie,"Arts plastiques / Musique, Mathématiques",Lecture,Ça dépend des situations,"Oui, beaucoup",Pas du tout,Oui,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Non,Oui,Intermédiaire,Techniques,Oui,Pas encore,Laboratoire / recherche,Peut-être,Très importante,Parfois,Leader / chef de projet,Organisé(e),Je reste calme et cherche des solutions,Non,Moyennement importante,Un peu,Trouver un stage,Contribuer à la société,Technologie / Technique
07/07/2025 11:50:52,18 ans et plus,Terminale,"Histoire-Géographie, Français, Mathématiques",Arts plastiques / Musique,"Jeux vidéo, Activités artistiques",En groupe,"Oui, beaucoup",Pas du tout,Oui,"Visuel (images, schémas)","Oui, beaucoup",Oui,Oui,Peut-être,Intermédiaire,Techniques,Oui,"Oui, clairement",Je ne sais pas,Peut-être,Très importante,Non,Je ne sais pas,"Créatif(ve), Patient(e)",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Peu importante,Un peu,Obtenir mon diplôme,Être entrepreneur,Technologie / Technique
07/07/2025 11:55:52,Moins de 14 ans,Terminale,"Arts plastiques / Musique, Langues étrangères","Mathématiques, Physique-Chimie","Sports, Activités artistiques, Sorties avec des amis",Ça dépend des situations,"Oui, beaucoup","Oui, beaucoup",Un peu,"Kinesthésique (faire, manipuler)",Parfois,Oui,Oui,Non,Intermédiaire,Techniques,Un peu,J’ai quelques idées,Travail manuel,Oui,Très importante,Parfois,Exécutant / spécialiste,Dynamique,Je me sens parfois dépassé(e),"Oui, plusieurs fois",Peu importante,Pas du tout,Trouver un stage,Avoir un poste à responsabilités,Informatique / Ingénierie
07/07/2025 12:00:52,14-15 ans,Seconde,Histoire-Géographie,Sciences de la vie et de la Terre,"Jeux vidéo, Sorties avec des amis, Sports",En groupe,"Oui, beaucoup","Oui, beaucoup",Non,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Oui,Peut-être,Intermédiaire,Techniques,Oui,J’ai quelques idées,Travail manuel,Non,Très importante,Parfois,Leader / chef de projet,"Rigoureux(se), Dynamique, Patient(e)",Je me sens parfois dépassé(e),"Oui, plusieurs fois",Peu importante,Pas du tout,Réussir mes examens,Continuer à apprendre,Technologie / Technique
07/07/2025 12:05:52,Moins de 14 ans,Post-bac / Université,"Français, Arts plastiques / Musique","Mathématiques, Histoire-Géographie","Bénévolat / Engagement associatif, Sports",Ça dépend des situations,Un peu,Pas du tout,Un peu,Je ne sais pas,"Oui, beaucoup",Oui,Non,Oui,Courant / bilingue,Techniques,Non,"Oui, clairement",Travail en extérieur,Peut-être,Très importante,Oui,Je ne sais pas,"Créatif(ve), Organisé(e), Patient(e)",Je préfère éviter ces situations,Non,Moyennement importante,Pas du tout,Trouver un stage,Travailler dans un domaine qui me passionne,Santé / Social
07/07/2025 12:10:52,14-15 ans,Première,Arts plastiques / Musique,Histoire-Géographie,"Lecture, Activités artistiques, Jeux vidéo",En groupe,Pas du tout,Pas du tout,Oui,"Visuel (images, schémas)","Oui, beaucoup",Oui,Parfois,Peut-être,Courant / bilingue,Techniques,Oui,Pas encore,Travail en extérieur,Oui,Moyennement importante,Non,Créatif / innovateur,"Patient(e), Dynamique, Rigoureux(se)",Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,Un peu,Obtenir mon diplôme,Être entrepreneur,Arts / Création
07/07/2025 12:15:52,16-17 ans,Seconde,Français,,Lecture,Ça dépend des situations,"Oui, beaucoup",Pas du tout,Non,"Kinesthésique (faire, manipuler)",Parfois,Oui,Non,Non,Intermédiaire,Techniques,Oui,J’ai quelques idées,Travail manuel,Peut-être,Peu importante,Oui,Je ne sais pas,"Rigoureux(se), Dynamique, Curieux(se)",Je me sens parfois dépassé(e),"Oui, plusieurs fois",Peu importante,"Oui, beaucoup",Obtenir mon diplôme,Continuer à apprendre,Technologie / Technique
07/07/2025 12:20:52,14-15 ans,Première,"Histoire-Géographie, Physique-Chimie, Français",Arts plastiques / Musique,"Jeux vidéo, Bénévolat / Engagement associatif",Ça dépend des situations,"Oui, beaucoup","Oui, beaucoup",Un peu,"Auditif (écoute, explications orales)",Parfois,Oui,Oui,Non,Intermédiaire,Techniques,Non,Pas encore,Je ne sais pas,Non,Très importante,Oui,Exécutant / spécialiste,Organisé(e),Je reste calme et cherche des solutions,"Oui, plusieurs fois",Peu importante,Un peu,Développer mes compétences,Continuer à apprendre,Technologie / Technique
07/07/2025 12:25:52,16-17 ans,Terminale,"Arts plastiques / Musique, Mathématiques","Sciences de la vie et de la Terre, Physique-Chimie",Jeux vidéo,Ça dépend des situations,"Oui, beaucoup",Pas du tout,Un peu,"Visuel (images, schémas)","Oui, beaucoup",Moyennement,Oui,Non,Intermédiaire,Les deux,Oui,J’ai quelques idées,Je ne sais pas,Oui,Moyennement importante,Non,Leader / chef de projet,Rigoureux(se),Je reste calme et cherche des solutions,"Oui, plusieurs fois",Très importante,"Oui, beaucoup",Obtenir mon diplôme,Être entrepreneur,Informatique / Ingénierie
07/07/2025 12:30:52,14-15 ans,Post-bac / Université,"Physique-Chimie, Mathématiques","Sciences de la vie et de la Terre, Histoire-Géographie","Bénévolat / Engagement associatif, Jeux vidéo, Sorties avec des amis",Seul(e),"Oui, beaucoup",Pas du tout,Non,"Auditif (écoute, explications orales)",Parfois,Moyennement,Oui,Peut-être,Intermédiaire,Techniques,Oui,J’ai quelques idées,Travail en extérieur,Non,Moyennement importante,Parfois,Je ne sais pas,Organisé(e),Je préfère éviter ces situations,"Oui, plusieurs fois",Très importante,"Oui, beaucoup",Trouver un stage,Contribuer à la société,Technologie / Technique
07/07/2025 12:35:52,Moins de 14 ans,Post-bac / Université,"Langues étrangères, Histoire-Géographie","Arts plastiques / Musique, Physique-Chimie",Lecture,Seul(e),Pas du tout,"Oui, beaucoup",Un peu,"Auditif (écoute, explications orales)",Non,Oui,Oui,Peut-être,Débutant,Créatifs,Oui,"Oui, clairement",Bureau / travail sur ordinateur,Non,Peu importante,Oui,Organisateur / planificateur,"Patient(e), Rigoureux(se)",Je préfère éviter ces situations,Non,Très importante,Pas du tout,Trouver un stage,Continuer à apprendre,Lettres / Sciences Humaines
07/07/2025 12:40:52,18 ans et plus,Seconde,Histoire-Géographie,Mathématiques,"Sorties avec des amis, Sports, Lecture",Ça dépend des situations,Pas du tout,Un peu,Non,Je ne sais pas,"Oui, beaucoup",Non,Oui,Non,Avancé,Techniques,Oui,J’ai quelques idées,Travail manuel,Non,Moyennement importante,Oui,Leader / chef de projet,"Rigoureux(se), Créatif(ve), Patient(e)",Je reste calme et cherche des solutions,Non,Peu importante,"Oui, beaucoup",Développer mes compétences,Contribuer à la société,Santé / Social
07/07/2025 12:45:52,14-15 ans,Première,"Arts plastiques / Musique, Français",,Sports,Ça dépend des situations,Un peu,Un peu,Oui,"Auditif (écoute, explications orales)",Parfois,Moyennement,Oui,Peut-être,Débutant,Créatifs,Non,J’ai quelques idées,Travail manuel,Non,Peu importante,Parfois,Je ne sais pas,"Créatif(ve), Rigoureux(se)",Je préfère éviter ces situations,"Oui, une fois ou deux",Très importante,"Oui, beaucoup",Trouver un stage,Avoir un poste à responsabilités,Arts / Création
07/07/2025 12:50:52,18 ans et plus,Seconde,"Histoire-Géographie, Mathématiques",Physique-Chimie,Bénévolat / Engagement associatif,Seul(e),Un peu,"Oui, beaucoup",Un peu,"Auditif (écoute, explications orales)","Oui, beaucoup",Moyennement,Parfois,Non,Avancé,Créatifs,Un peu,"Oui, clairement",Je ne sais pas,Oui,Très importante,Oui,Organisateur / planificateur,"Rigoureux(se), Créatif(ve)",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Moyennement importante,Un peu,Développer mes compétences,Être entrepreneur,Lettres / Sciences Humaines
07/07/2025 12:55:52,16-17 ans,Post-bac / Université,Arts plastiques / Musique,,Lecture,Seul(e),Un peu,Un peu,Non,"Auditif (écoute, explications orales)",Parfois,Oui,Oui,Peut-être,Avancé,Créatifs,Non,J’ai quelques idées,Travail manuel,Non,Très importante,Non,Leader / chef de projet,"Dynamique, Organisé(e), Rigoureux(se)",Je reste calme et cherche des solutions,"Oui, une fois ou deux",Très importante,Pas du tout,Trouver un stage,Être entrepreneur,Divers
07/07/2025 13:00:52,Moins de 14 ans,Post-bac / Université,"Histoire-Géographie, Français, Physique-Chimie",Arts plastiques / Musique,"Jeux vidéo, Sports",Seul(e),Un peu,Pas du tout,Non,"Visuel (images, schémas)","Oui, beaucoup",Moyennement,Non,Non,Intermédiaire,Techniques,Un peu,J’ai quelques idées,Travail en extérieur,Non,Peu importante,Oui,Organisateur / planificateur,"Rigoureux(se), Organisé(e)",Je me sens parfois dépassé(e),Non,Moyennement importante,"Oui, beaucoup",Obtenir mon diplôme,Avoir un poste à responsabilités,Santé / Social
07/07/2025 13:05:52,18 ans et plus,Seconde,Sciences de la vie et de la Terre,Arts plastiques / Musique,"Activités artistiques, Sorties avec des amis",En groupe,"Oui, beaucoup",Pas du tout,Non,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Oui,Non,Intermédiaire,Les deux,Oui,Pas encore,Travail en extérieur,Peut-être,Très importante,Oui,Organisateur / planificateur,Patient(e),Je me sens parfois dépassé(e),"Oui, plusieurs fois",Moyennement importante,"Oui, beaucoup",Créer un projet personnel,Avoir un poste à responsabilités,Technologie / Technique
07/07/2025 13:10:52,18 ans et plus,Seconde,Mathématiques,,"Jeux vidéo, Lecture",Ça dépend des situations,Un peu,Pas du tout,Un peu,"Kinesthésique (faire, manipuler)",Parfois,Moyennement,Non,Oui,Intermédiaire,Les deux,Oui,J’ai quelques idées,Travail manuel,Oui,Peu importante,Oui,Organisateur / planificateur,"Rigoureux(se), Patient(e), Dynamique",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Moyennement importante,Un peu,Développer mes compétences,Être entrepreneur,Recherche / Sciences
07/07/2025 13:15:52,Moins de 14 ans,Terminale,"Sciences de la vie et de la Terre, Histoire-Géographie, Mathématiques",,"Jeux vidéo, Sports, Bénévolat / Engagement associatif",En groupe,"Oui, beaucoup","Oui, beaucoup",Un peu,"Kinesthésique (faire, manipuler)",Parfois,Oui,Non,Non,Intermédiaire,Créatifs,Non,J’ai quelques idées,Travail en extérieur,Oui,Très importante,Parfois,Leader / chef de projet,"Organisé(e), Rigoureux(se), Créatif(ve)",Je reste calme et cherche des solutions,"Oui, une fois ou deux",Moyennement importante,"Oui, beaucoup",Réussir mes examens,Travailler dans un domaine qui me passionne,Lettres / Sciences Humaines
07/07/2025 13:20:52,18 ans et plus,Post-bac / Université,"Sciences de la vie et de la Terre, Arts plastiques / Musique",Mathématiques,"Jeux vidéo, Sports, Bénévolat / Engagement associatif",En groupe,Un peu,Pas du tout,Un peu,"Visuel (images, schémas)",Non,Moyennement,Oui,Non,Intermédiaire,Techniques,Non,J’ai quelques idées,Je ne sais pas,Non,Moyennement importante,Parfois,Créatif / innovateur,Organisé(e),Je préfère éviter ces situations,Non,Moyennement importante,Pas du tout,Créer un projet personnel,Avoir un poste à responsabilités,Divers
07/07/2025 13:25:52,18 ans et plus,Terminale,Français,Arts plastiques / Musique,Sports,Seul(e),Pas du tout,Un peu,Non,"Kinesthésique (faire, manipuler)","Oui, beaucoup",Moyennement,Non,Non,Courant / bilingue,Créatifs,Oui,Pas encore,Laboratoire / recherche,Peut-être,Très importante,Non,Exécutant / spécialiste,"Dynamique, Patient(e)",Je préfère éviter ces situations,"Oui, une fois ou deux",Très importante,Un peu,Développer mes compétences,Continuer à apprendre,Divers
07/07/2025 13:30:52,16-17 ans,Première,"Physique-Chimie, Mathématiques, Histoire-Géographie","Sciences de la vie et de la Terre, Français",Sports,Seul(e),"Oui, beaucoup","Oui, beaucoup",Oui,"Kinesthésique (faire, manipuler)",Parfois,Non,Oui,Peut-être,Intermédiaire,Je ne sais pas,Non,Pas encore,Je ne sais pas,Oui,Très importante,Oui,Créatif / innovateur,Organisé(e),Je me sens parfois dépassé(e),Non,Peu importante,Un peu,Obtenir mon diplôme,Être entrepreneur,Arts / Création
07/07/2025 13:35:52,14-15 ans,Première,"Physique-Chimie, Histoire-Géographie",,Sports,En groupe,Pas du tout,"Oui, beaucoup",Un peu,"Kinesthésique (faire, manipuler)",Parfois,Moyennement,Oui,Oui,Intermédiaire,Les deux,Non,"Oui, clairement",Laboratoire / recherche,Oui,Très importante,Oui,Leader / chef de projet,"Curieux(se), Patient(e)",Je me sens parfois dépassé(e),"Oui, une fois ou deux",Très importante,Pas du tout,Développer mes compétences,Être entrepreneur,Divers
